Wl,WlDormant,Wr,Wsbr,Wlitt,YrC,YlC,OC,YrN,YlN,ON,Nav,N,rotation,cycle,rm.sprouts,nyears,initial.month,latitude,soilclass,ASW,MaxASW,MinASW,CO2,pFS2,pFS20,aS,nS,pRx,pRn,Tmin,Topt,Tmax,kF,SWconst0,SWpower0,m0,MaxAge,nAge,rAge,gammaFx,gammaF0,tgammaF,Rttover,MaxCond,LAIgcx,BLcond,wSx1000,thinPower,mF,mR,mS,SLA0,SLA1,tSLA,k,fullCanAge,MaxIntcptn,LAImaxIntcptn,alpha,Y,poolFractn,e20,rhoAir,lambda,VPDconv,fracBB0,fracBB1,tBB,rhoMin,rhoMax,tRho,Qa,Qb,gDM_mol,molPAR_MJ,CoeffCond,fCalpha700,fCg700,fCalphax,fCg0,MinCond,klmax,krmax,komax,hc,qir,qil,qh,qbc,el,er,Nf,Navm,Navx,leaf.grow,leaf.fall,Wl.s,Wsbr.s,Wr.s,pWl.sprouts,pWsbr.sprouts,cod.pred,cod.clim,waterBalanceSubMods,wiltPoint,fieldCap,satPoint,K_s,shared_area,V_nr,maxRootDepth,sigma_zR,SWC_nr,E_S1,E_S2,MaxASW_state,K_drain,timeStp,rainMod,tempMod,fsMod
0.01,0,0.01,0.1,0,47.97,95.94,335.78,2.02,4.05,14.7,12.4,2000,1,1,FALSE,35,1,57.06,-1,165,500,0,400,0.833104751,0.265446324,0.090792987,2.909744791,0.525981958,0.315770382,-5,15,35,1,0.2844688,3.567129,0.417517555,265.6,3.545,0.796,0.079257581,0.037759978,101.1878354,0.157910934,0.011987572,3.407818466,0.013530897,500,1.5,0.489004803,0.527582301,0.519525379,5.816666332,4.769015884,4.302508057,0.52,18,0.15,5,0.051061249,0.615431882,0,2.2,1.2,2450000,0.000622,0.3,0.1,10,0.39,0.39,5,-59.31774231,0.783636201,24,2.3,0.056701225,1.433,0.451,2.333333333,1.75,0.005,0.018652463,0.012247919,0.010241211,0.348670445,198.7910221,19.263652,39.85036958,4.785873212,0.86419011,0.50908806,0.05088921,0.042414756,0.096916815,0,0,0.01,0.1,0.01,0.5,0.9,3PG,Month,TRUE,0.089643089,0.276430539,0.425144407,18.00690391,2.15406045,4.484893079,2.385389701,1.186716008,10,2.31,4.2,50,583.1348193,52,1,1,1
